1|4) Qu' ose -je donc proposer? 
1	Qu'	que	PRO	PROWH	s=int	2	suj	_	_
13	occuper	occuper	V	VINF	m=inf	11	obj	_	_
14	cette	ce	D	DET	g=f|n=s|s=dem	15	det	_	_
15	place	place	N	NC	g=f|n=s|s=c	13	obj	_	_
16	vacante	vacant	A	ADJ	g=f|n=s|s=qual	15	mod	_	_
17	.	.	PONCT	PONCT	s=s	11	ponct	_	_

365|1918) Il exerce alors une autorité sans limite en gérant la vie sportive et la vie privée du nageur. 
1	Il	cln	CL	CLS	s=suj	2	suj	_	_
2	exerce	exercer	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
3	alors	alors	ADV	ADV	_|marker=7	2	mod	_	_
4	une	un	D	DET	g=f|n=s|s=ind	5	det	_	_
5	autorité	autorité	N	NC	g=f|n=s|s=c	2	obj	_	_
6	sans	sans	P	P	_|marker=352	5	dep	_	_
7	limite	limite	N	NC	g=f|n=s|s=c	6	obj	_	_
8	en	en	P	P	p=3	2	mod	_	_
9	gérant	gérer	V	VPR	m=part|t=pst	8	obj	_	_
10	la	le	D	DET	g=f|n=s|s=def	11	det	_	_
11	vie	vie	N	NC	g=f|n=s|s=c	9	obj	_	_
12	sportive	sportif	A	ADJ	g=f|n=s|s=qual	11	mod	_	_
13	et	et	C	CC	s=c	11	coord	_	_
14	la	le	D	DET	g=f|n=s|s=def	15	det	_	_
15	vie	vie	N	NC	g=f|n=s|s=c	13	dep_coord	_	_
16	privée	priver	A	ADJ	g=f|m=part|n=s|s=qual|t=past	15	mod	_	_
17	du	de	P+D	P+D	s=def	15	dep	_	_
18	nageur	nageur	N	NC	g=m|n=s|s=c	17	obj	_	_
19	.	.	PONCT	PONCT	s=s	2	ponct	_	_

366|1921) Ils est donc difficile, dans_ces_conditions, de maintenir un regard objectif sur l' évolution sportive du nageur. 
1	Ils	cln	CL	CLS	s=suj	2	suj	_	_
2	est	être	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
3	donc	donc	ADV	ADV	_|marker=131	2	mod	_	_
4	difficile	difficile	A	ADJ	n=s|s=qual	2	ats	_	_
5	,	,	PONCT	PONCT	s=w	2	ponct	_	_
6	dans_ces_conditions	dans_ces_conditions	ADV	ADV	_	2	mod	_	_
7	,	,	PONCT	PONCT	s=w	2	ponct	_	_
8	de	de	P	P	_	2	mod	_	_
9	maintenir	maintenir	V	VINF	m=inf	8	obj	_	_
10	un	un	D	DET	g=m|n=s|s=ind	11	det	_	_
11	regard	regard	N	NC	g=m|n=s|s=c	9	obj	_	_
12	objectif	objectif	A	ADJ	g=m|n=s|s=qual	11	mod	_	_
13	sur	sur	P	P	_	9	mod	_	_
14	l'	le	D	DET	n=s|s=def	15	det	_	_
15	évolution	évolution	N	NC	g=f|n=s|s=c	13	obj	_	_
16	sportive	sportif	A	ADJ	g=f|n=s|s=qual	15	mod	_	_
17	du	de	P+D	P+D	s=def	15	dep	_	_
18	nageur	nageur	N	NC	g=m|n=s|s=c	17	obj	_	_
19	.	.	PONCT	PONCT	s=s	2	ponct	_	_

367|1923) Ce couple, devenu alors" réel", ne peut être bénéfique que lorsque le nageur est arrivé à maturité sportive est psychique. 
1	Ce	ce	D	DET	g=m|n=s|s=dem	2	det	_	_
2	couple	couple	N	NC	n=s|s=c	11	suj	_	_
3	,	,	PONCT	PONCT	s=w	2	ponct	_	_
4	devenu	devenir	V	VPP	g=m|m=part|n=s|t=past	2	mod	_	_
5	alors	alors	ADV	ADV	_|marker=7	4	mod	_	_
6	"	"	PONCT	PONCT	s=w	4	ponct	_	_
7	réel	réel	A	ADJ	g=m|n=s|s=qual	4	mod	_	_
8	"	"	PONCT	PONCT	s=w	4	ponct	_	_
9	,	,	PONCT	PONCT	s=w	2	ponct	_	_
10	ne	ne	ADV	ADV	s=neg	11	mod	_	_
11	peut	pouvoir	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
12	être	être	V	VINF	m=inf	11	obj	_	_
13	bénéfique	bénéfique	A	ADJ	n=s|s=qual	12	ats	_	_
14	que	que	C	CS	s=s	12	mod	_	_
15	lorsque	lorsque	C	CS	s=s	11	mod	_	_
16	le	le	D	DET	g=m|n=s|s=def	17	det	_	_
17	nageur	nageur	N	NC	g=m|n=s|s=c	19	suj	_	_
18	est	être	V	V	m=ind|n=s|p=3|t=pst	19	aux_pass	_	_
19	arrivé	arriver	V	VPP	g=m|m=part|n=s|t=past	15	obj	_	_
20	à	à	P	P	_	19	mod	_	_
21	maturité	maturité	N	NC	g=f|n=s|s=c	20	obj	_	_
22	sportive	sportif	A	ADJ	g=f|n=s|s=qual	21	mod	_	_
23	est	être	V	V	m=ind|n=s|p=3|t=pst	11	aux_pass	_	_
24	psychique	psychique	A	ADJ	n=s|s=qual	23	ats	_	_
25	.	.	PONCT	PONCT	s=s	11	ponct	_	_

368|1925) Ces règles concernent aussi bien la programmation de l' entraînement, la préparation à la compétition, la récupération, que les horaires par_exemple. 
1	Ces	ce	D	DET	n=p|s=dem	2	det	_	_
2	règles	règle	N	NC	g=f|n=p|s=c	3	suj	_	_
3	concernent	concerner	V	V	m=ind|n=p|p=3|t=pst	0	root	_	_
4	aussi	aussi	ADV	ADV	_|marker=208	3	mod	_	_
5	bien	bien	ADV	ADV	_	3	mod	_	_
6	la	le	D	DET	g=f|n=s|s=def	7	det	_	_
7	programmation	programmation	N	NC	g=f|n=s|s=c	3	obj	_	_
8	de	de	P	P	_	7	dep	_	_
9	l'	le	D	DET	n=s|s=def	10	det	_	_
10	entraînement	entraînement	N	NC	g=m|n=s|s=c	8	obj	_	_
11	,	,	PONCT	PONCT	s=w	0	root	_	_
12	la	le	D	DET	g=f|n=s|s=def	13	det	_	_
13	préparation	préparation	N	NC	g=f|n=s|s=c	0	root	_	_
14	à	à	P	P	_	13	dep	_	_
15	la	le	D	DET	g=f|n=s|s=def	16	det	_	_
16	compétition	compétition	N	NC	g=f|n=s|s=c	14	obj	_	_
17	,	,	PONCT	PONCT	s=w	13	ponct	_	_
18	la	le	D	DET	g=f|n=s|s=def	19	det	_	_
19	récupération	récupération	N	NC	g=f|n=s|s=c	13	mod	_	_
20	,	,	PONCT	PONCT	s=w	13	ponct	_	_
21	que	que	C	CS	s=s	0	root	_	_
22	les	le	D	DET	n=p|s=def	23	det	_	_
23	horaires	horaire	N	NC	g=m|n=p|s=c	0	root	_	_
24	par_exemple	par_exemple	ADV	ADV	_|marker=37	23	mod	_	_
25	.	.	PONCT	PONCT	s=s	23	ponct	_	_

369|1930) Il sera influencé non_seulement par le contenu du discours de son entraineur, mais aussi par son ton, son regard, par l' expression de son visage. 
1	Il	cln	CL	CLS	s=suj	3	suj	_	_
2	sera	être	V	V	m=ind|n=s|p=3|t=fut	3	aux_pass	_	_
3	influencé	influencer	V	VPP	g=m|m=part|n=s|t=past	0	root	_	_
4	non_seulement	non_seulement	ADV	ADV	_	3	mod	_	_
5	par	par	P	P	_	3	p_obj	_	_
6	le	le	D	DET	g=m|n=s|s=def	7	det	_	_
7	contenu	contenu	N	NC	g=m|n=s|s=c	5	obj	_	_
8	du	de	P+D	P+D	s=def	7	dep	_	_
9	discours	discours	N	NC	g=m|s=c	8	obj	_	_
10	de	de	P	P	_	9	dep	_	_
11	son	son	D	DET	n=s|s=poss	12	det	_	_
12	entraineur	entraineur	N	NC	s=c	10	obj	_	_
13	,	,	PONCT	PONCT	s=w	3	ponct	_	_
14	mais	mais	C	CC	s=c|marker=304	3	coord	_	_
15	aussi	aussi	ADV	ADV	_|marker=208	14	mod	_	_
16	par	par	P	P	_	14	dep_coord	_	_
17	son	son	D	DET	n=s|s=poss	18	det	_	_
18	ton	ton	N	NC	n=s|s=c	16	obj	_	_
19	,	,	PONCT	PONCT	s=w	14	ponct	_	_
20	son	son	D	DET	n=s|s=poss	21	det	_	_
21	regard	regard	N	NC	g=m|n=s|s=c	14	dep_coord	_	_
22	,	,	PONCT	PONCT	s=w	3	ponct	_	_
23	par	par	P	P	_	3	p_obj	_	_
24	l'	le	D	DET	n=s|s=def	25	det	_	_
25	expression	expression	N	NC	g=f|n=s|s=c	23	obj	_	_
26	de	de	P	P	_	25	dep	_	_
27	son	son	D	DET	n=s|s=poss	28	det	_	_
28	visage	visage	N	NC	g=m|n=s|s=c	26	obj	_	_
29	.	.	PONCT	PONCT	s=s	3	ponct	_	_

370|1931) Les attitudes du coach deviennent alors le moteur du dialogue et de l' accompagnement. 
1	Les	le	D	DET	n=p|s=def	2	det	_	_
2	attitudes	attitude	N	NC	g=f|n=p|s=c	5	suj	_	_
3	du	de	P+D	P+D	s=def	2	dep	_	_
4	coach	coach	N	NC	n=s|s=c	3	obj	_	_
5	deviennent	devenir	V	V	m=ind|n=p|p=3|t=pst	0	root	_	_
6	alors	alors	ADV	ADV	_|marker=7	5	mod	_	_
7	le	le	D	DET	g=m|n=s|s=def	8	det	_	_
8	moteur	moteur	N	NC	g=m|n=s|s=c	5	obj	_	_
9	du	de	P+D	P+D	s=def	8	dep	_	_
10	dialogue	dialogue	N	NC	g=m|n=s|s=c	9	obj	_	_
11	et	et	C	CC	s=c	9	coord	_	_
12	de	de	P	P	_	11	dep_coord	_	_
13	l'	le	D	DET	n=s|s=def	14	det	_	_
14	accompagnement	accompagnement	N	NC	g=m|n=s|s=c	12	obj	_	_
15	.	.	PONCT	PONCT	s=s	5	ponct	_	_

371|1940) l' entraîneur manifeste aussi de l' indifférence quant_aux résultats obtenus par le nageur. 
1	l'	le	D	DET	n=s|s=def	2	det	_	_
2	entraîneur	entraîneur	N	NC	g=m|n=s|s=c	0	root	_	_
3	manifeste	manifeste	A	ADJ	n=s|s=qual	2	mod	_	_
4	aussi	aussi	ADV	ADV	_|marker=208	2	mod	_	_
5	de	de	P	P	_	2	dep	_	_
6	l'	le	D	DET	n=s|s=def	7	det	_	_
7	indifférence	indifférence	N	NC	g=f|n=s|s=c	5	obj	_	_
8	quant_aux	quant_à	P	P	_	2	dep	_	_
9	résultats	résultat	N	NC	g=m|n=p|s=c	8	obj	_	_
10	obtenus	obtenir	V	VPP	g=m|m=part|n=p|t=past	2	mod	_	_
11	par	par	P	P	_	10	p_obj	_	_
12	le	le	D	DET	g=m|n=s|s=def	13	det	_	_
13	nageur	nageur	N	NC	g=m|n=s|s=c	11	obj	_	_
14	.	.	PONCT	PONCT	s=s	2	ponct	_	_

372|1942) Cet axe apparaît ainsi comme le plus adapté au développement individuel du nageur et à l' acquisition de la performance. 
1	Cet	ce	D	DET	g=m|n=s|s=dem	2	det	_	_
2	axe	axe	N	NC	g=m|n=s|s=c	3	suj	_	_
3	apparaît	apparaître	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
4	ainsi	ainsi	ADV	ADV	_|marker=1	3	mod	_	_
5	comme	comme	P	P	_	3	mod	_	_
6	le	le	D	DET	g=m|n=s|s=def	8	det	_	_
7	plus	plus	ADV	ADV	s=neg	8	mod	_	_
8	adapté	adapter	A	ADJ	g=m|m=part|n=s|s=qual|t=past	5	obj	_	_
9	au	à	P+D	P+D	s=def	8	dep	_	_
10	développement	développement	N	NC	g=m|n=s|s=c	9	obj	_	_
11	individuel	individuel	A	ADJ	g=m|n=s|s=qual	10	mod	_	_
12	du	de	P+D	P+D	s=def	10	dep	_	_
13	nageur	nageur	N	NC	g=m|n=s|s=c	12	obj	_	_
14	et	et	C	CC	s=c	5	coord	_	_
15	à	à	P	P	_	14	dep_coord	_	_
16	l'	le	D	DET	n=s|s=def	17	det	_	_
17	acquisition	acquisition	N	NC	g=f|n=s|s=c	15	obj	_	_
18	de	de	P	P	_	17	dep	_	_
19	la	le	D	DET	g=f|n=s|s=def	20	det	_	_
20	performance	performance	N	NC	g=f|n=s|s=c	18	obj	_	_
21	.	.	PONCT	PONCT	s=s	3	ponct	_	_

373|1943) Mais, il est bien évident qu' en_fonction_des situations, il peut aussi développer des attitudes appartenant aux trois autres axes. 
1	Mais	mais	C	CC	s=c	12	coord	_	_
2	,	,	PONCT	PONCT	s=w	4	ponct	_	_
3	il	cln	CL	CLS	s=suj	4	suj	_	_
4	est	être	V	V	m=ind|n=s|p=3|t=pst	1	dep_coord	_	_
5	bien	bien	ADV	ADV	_	6	mod	_	_
6	évident	évident	A	ADJ	g=m|n=s|s=qual	4	ats	_	_
7	qu'	que	C	CS	s=s	6	dep	_	_
8	en_fonction_des	en_fonction_de	P	P	_	7	obj	_	_
9	situations	situation	N	NC	g=f|n=p|s=c	8	obj	_	_
10	,	,	PONCT	PONCT	s=w	12	ponct	_	_
11	il	cln	CL	CLS	s=suj	12	suj	_	_
12	peut	pouvoir	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
13	aussi	aussi	ADV	ADV	_|marker=208	12	mod	_	_
14	développer	développer	V	VINF	m=inf	12	obj	_	_
15	des	de	D	DET	_	16	det	_	_
16	attitudes	attitude	N	NC	g=f|n=p|s=c	14	obj	_	_
17	appartenant	appartenir	V	VPR	m=part|t=pst	16	mod	_	_
18	aux	à	P+D	P+D	s=def	17	a_obj	_	_
19	trois	trois	D	DET	s=card	21	det	_	_
20	autres	autre	A	ADJ	n=p|s=ind	21	mod	_	_
21	axes	axe	N	NC	g=m|n=p|s=c	18	obj	_	_
22	.	.	PONCT	PONCT	s=s	12	ponct	_	_

374|1950) Ainsi, nous voyons apparaître des dimensions psycho- affectives qui déterminent la qualité de la relation entraîneur/ entraîné. 
1	Ainsi	ainsi	ADV	ADV	_	4	mod	_	_
2	,	,	PONCT	PONCT	s=w	4	ponct	_	_
3	nous	cln	CL	CLS	s=suj	4	suj	_	_
4	voyons	voir	V	VIMP	m=imp|n=p|p=1|t=pst	0	root	_	_
5	apparaître	apparaître	V	VINF	m=inf	4	dep	_	_
6	des	de	D	DET	_	7	det	_	_
7	dimensions	dimension	N	NC	g=f|n=p|s=c	5	obj	_	_
8	psycho-	psycho-	ADV	ADV	_	9	mod	_	_
9	affectives	affectif	A	ADJ	g=f|n=p|s=qual	7	mod	_	_
10	qui	qui	PRO	PROREL	s=rel	11	suj	_	_
11	déterminent	déterminer	V	V	m=ind|n=p|p=3|t=pst	7	mod_rel	_	_
12	la	le	D	DET	g=f|n=s|s=def	13	det	_	_
13	qualité	qualité	N	NC	g=f|n=s|s=c	11	obj	_	_
14	de	de	P	P	_	13	dep	_	_
15	la	le	D	DET	g=f|n=s|s=def	16	det	_	_
16	relation	relation	N	NC	g=f|n=s|s=c	14	obj	_	_
17	entraîneur	entraîneur	N	NC	g=m|n=s|s=c	16	mod	_	_
18	/	/	PONCT	PONCT	s=w	4	ponct	_	_
19	entraîné	entraîner	V	VPP	g=m|m=part|n=s|t=past	4	mod	_	_
20	.	.	PONCT	PONCT	s=s	4	ponct	_	_

375|1951) L' une des premières tâches de l' entraîneur est donc d' établir une relation centrée sur les aspects techniques et tactiques, le tout dans un esprit de confiance et de respect. 
1	L'	le	D	DET	n=s|s=def	2	det	_	_
2	une	un	PRO	PRO	g=f|n=s|s=ind	9	suj	_	_
3	des	de	P+D	P+D	s=def	2	dep	_	_
4	premières	premier	A	ADJ	g=f|n=p|s=ord	5	mod	_	_
5	tâches	tâche	N	NC	g=f|n=p|s=c	3	obj	_	_
6	de	de	P	P	_	5	dep	_	_
7	l'	le	D	DET	n=s|s=def	8	det	_	_
8	entraîneur	entraîneur	N	NC	g=m|n=s|s=c	6	obj	_	_
9	est	être	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
10	donc	donc	ADV	ADV	_|marker=131	9	mod	_	_
11	d'	de	P	P	_	9	ats	_	_
12	établir	établir	V	VINF	m=inf	11	obj	_	_
13	une	un	D	DET	g=f|n=s|s=ind	14	det	_	_
14	relation	relation	N	NC	g=f|n=s|s=c	12	obj	_	_
15	centrée	centrer	V	VPP	g=f|m=part|n=s|t=past	14	mod	_	_
16	sur	sur	P	P	_	15	mod	_	_
17	les	le	D	DET	n=p|s=def	18	det	_	_
18	aspects	aspect	N	NC	g=m|n=p|s=c	16	obj	_	_
19	techniques	technique	A	ADJ	n=p|s=qual	18	mod	_	_
20	et	et	C	CC	s=c	19	coord	_	_
21	tactiques	tactique	A	ADJ	n=p|s=qual	20	dep_coord	_	_
22	,	,	PONCT	PONCT	s=w	12	ponct	_	_
23	le	le	D	DET	g=m|n=s|s=def	24	det	_	_
24	tout	tout	PRO	PRO	g=m|n=s|s=ind	12	obj	_	_
25	dans	dans	P	P	_	12	mod	_	_
26	un	un	D	DET	g=m|n=s|s=ind	27	det	_	_
27	esprit	esprit	N	NC	g=m|n=s|s=c	25	obj	_	_
28	de	de	P	P	_	27	dep	_	_
29	confiance	confiance	N	NC	g=f|n=s|s=c	28	obj	_	_
30	et	et	C	CC	s=c	28	coord	_	_
31	de	de	P	P	_	30	dep_coord	_	_
32	respect	respect	N	NC	g=m|n=s|s=c	31	obj	_	_
33	.	.	PONCT	PONCT	s=s	9	ponct	_	_

376|1965) Voilà, je viens d' entrer dans un nouveau MLM, c' est du lourd et l' investissement de départ est de 15 Dollars( Donc accessible à tous). 
1	Voilà	voilà	V	V	m=ind	4	aux_tps	_	_
2	,	,	PONCT	PONCT	s=w	4	ponct	_	_
3	je	cln	CL	CLS	s=suj	4	suj	_	_
4	viens	venir	V	V	m=ind|n=s|p=2|t=pst	13	mod	_	_
5	d'	de	P	P	_	4	de_obj	_	_
6	entrer	entrer	V	VINF	m=inf	5	obj	_	_
7	dans	dans	P	P	_	6	p_obj	_	_
8	un	un	D	DET	g=m|n=s|s=ind	10	det	_	_
9	nouveau	nouveau	A	ADJ	g=m|n=s|s=qual	10	mod	_	_
10	MLM	MLM	N	NC	s=c	7	obj	_	_
11	,	,	PONCT	PONCT	s=w	13	ponct	_	_
12	c'	cln	CL	CLS	s=suj	13	suj	_	_
13	est	être	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
14	du	de	P+D	P+D	s=def	13	de_obj	_	_
15	lourd	lourd	A	ADJ	g=m|n=s|s=qual	14	obj	_	_
16	et	et	C	CC	s=c	13	coord	_	_
17	l'	le	D	DET	n=s|s=def	18	det	_	_
18	investissement	investissement	N	NC	g=m|n=s|s=c	21	suj	_	_
19	de	de	P	P	_	18	dep	_	_
20	départ	départ	N	NC	g=m|n=s|s=c	19	obj	_	_
21	est	être	V	V	m=ind|n=s|p=3|t=pst	16	dep_coord	_	_
22	de	de	P	P	_	21	ats	_	_
23	15	15	A	ADJ	s=card	24	mod	_	_
24	Dollars	dollar	N	NC	g=m|n=p|s=c	22	obj	_	_
25	(	(	PONCT	PONCT	s=w	24	ponct	_	_
26	Donc	Donc	N	NC	s=c	24	mod	_	_
27	accessible	accessible	A	ADJ	n=s|s=qual	26	mod	_	_
28	à	à	P	P	_	27	dep	_	_
29	tous	tout	PRO	PRO	g=m|n=p|s=ind	28	obj	_	_
30	)	)	PONCT	PONCT	s=w	24	ponct	_	_
31	.	.	PONCT	PONCT	s=s	13	ponct	_	_

xxxxxxx>  dollar{NC|obj}		Donc{NC|mod}		accessible{ADJ|mod}		


377|1972) J' ai donc cherché une remplaçante qui palie ces deux défauts. 
1	J'	cln	CL	CLS	s=suj	4	suj	_	_
2	ai	avoir	V	V	m=ind|n=s|p=1|t=pst	4	aux_tps	_	_
3	donc	donc	ADV	ADV	_|marker=131	4	mod	_	_
4	cherché	chercher	V	VPP	g=m|m=part|n=s|t=past	0	root	_	_
5	une	un	D	DET	g=f|n=s|s=ind	6	det	_	_
6	remplaçante	remplaçant	N	NC	g=f|n=s|s=c	4	obj	_	_
7	qui	qui	PRO	PROREL	s=rel	8	suj	_	_
8	palie	palie	V	V	m=ind	6	mod_rel	_	_
9	ces	ce	D	DET	n=p|s=dem	11	det	_	_
10	deux	deux	A	ADJ	s=card	11	mod	_	_
11	défauts	défaut	N	NC	g=m|n=p|s=c	8	obj	_	_
12	.	.	PONCT	PONCT	s=s	4	ponct	_	_

378|1975) Après cela j' ai fait un retour dans le temps avec la 309 GTi 16 donc. 
1	Après	après	P	P	_	5	mod	_	_
2	cela	cela	PRO	PRO	n=s|s=dem	1	obj	_	_
3	j'	cln	CL	CLS	s=suj	5	suj	_	_
4	ai	avoir	V	V	m=ind|n=s|p=1|t=pst	5	aux_tps	_	_
5	fait	faire	V	VPP	g=m|m=part|n=s|t=past	0	root	_	_
6	un	un	D	DET	g=m|n=s|s=ind	7	det	_	_
7	retour	retour	N	NC	g=m|n=s|s=c	5	obj	_	_
8	dans	dans	P	P	_	5	mod	_	_
9	le	le	D	DET	g=m|n=s|s=def	10	det	_	_
10	temps	temps	N	NC	g=m|s=c	8	obj	_	_
11	avec	avec	P	P	_	5	mod	_	_
12	la	le	D	DET	g=f|n=s|s=def	14	det	_	_
13	309	309	A	ADJ	s=card	14	mod	_	_
14	GTi	GTi	N	NC	s=c	11	obj	_	_
15	16	16	A	ADJ	s=card	14	mod	_	_
16	donc	donc	ADV	ADV	_|marker=131	14	mod	_	_
17	.	.	PONCT	PONCT	s=s	5	ponct	_	_

379|1981) Côté performances c' est relativement intéressant aussi. 
1	Côté	côté	N	NC	g=m|n=s|s=c	4	mod	_	_
2	performances	performance	N	NC	g=f|n=p|s=c	1	mod	_	_
3	c'	cln	CL	CLS	s=suj	4	suj	_	_
4	est	être	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
5	relativement	relativement	ADV	ADV	_	6	mod	_	_
6	intéressant	intéressant	A	ADJ	g=m|n=s|s=qual	4	ats	_	_
7	aussi	aussi	ADV	ADV	_|marker=208	6	mod	_	_
8	.	.	PONCT	PONCT	s=s	4	ponct	_	_

380|1988) Il_y_a aussi un quickshift permettant de réduire le débattement du levier de vitesse. 
1	Il_y_a	il_y_a	V	V	m=ind	0	root	_	_
2	aussi	aussi	ADV	ADV	_|marker=208	1	mod	_	_
3	un	un	D	DET	g=m|n=s|s=ind	4	det	_	_
4	quickshift	quickshift	N	NC	s=c	1	obj	_	_
5	permettant	permettre	V	VPR	m=part|t=pst	4	mod	_	_
6	de	de	P	P	_	5	obj	_	_
7	réduire	réduire	V	VINF	m=inf	6	obj	_	_
8	le	le	D	DET	g=m|n=s|s=def	9	det	_	_
9	débattement	débattement	N	NC	g=m|n=s|s=c	7	obj	_	_
10	du	de	P+D	P+D	s=def	9	dep	_	_
11	levier	levier	N	NC	g=m|n=s|s=c	10	obj	_	_
12	de	de	P	P	_	11	dep	_	_
13	vitesse	vitesse	N	NC	g=f|n=s|s=c	12	obj	_	_
14	.	.	PONCT	PONCT	s=s	1	ponct	_	_

381|1999) http://www.dailymotion.com/video/xw2i5_17a-propos-du-rechauffement-climati_tech Cette video est en plusieur parties et il y en a bien d'_autres toutes aussi interressantes alors si vous avez un_peu de temps... 
1	http://www.dailymotion.com/video/xw2i5_17a-propos-du-rechauffement-climati_tech	http://www.dailymotion.com/video/xw2i5_17a-propos-du-rechauffement-climati_tech	N	NC	s=c	4	mod	_	_
2	Cette	ce	D	DET	g=f|n=s|s=dem	3	det	_	_
3	video	video	N	NC	s=c	4	suj	_	_
4	est	être	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
5	en	en	P	P	p=3	4	ats	_	_
6	plusieur	plusieur	ADV	ADV	_	7	mod	_	_
7	parties	partie	N	NC	g=f|n=p|s=c	5	obj	_	_
8	et	et	C	CC	s=c	4	coord	_	_
9	il	cln	CL	CLS	s=suj	12	suj	_	_
10	y	y	CL	CLO	p=3|s=obj	12	aff	_	_
11	en	en	CL	CLO	p=3|s=obj	12	aff	_	_
12	a	avoir	V	V	m=ind|n=s|p=3|t=pst	8	dep_coord	_	_
13	bien	bien	ADV	ADV	_	12	mod	_	_
14	d'_autres	d'autres	D	DET	_	17	det	_	_
15	toutes	tout	A	ADJ	g=f|n=p|s=ind	17	dep	_	_
16	aussi	aussi	ADV	ADV	_|marker=208	17	mod	_	_
17	interressantes	interressant	A	ADJ	s=qual	12	obj	_	_
18	alors	alors	ADV	ADV	_|marker=7	17	mod	_	_
19	si	si	C	CS	s=s|marker=349	12	mod	_	_
20	vous	cln	CL	CLS	s=suj	21	suj	_	_
21	avez	avoir	V	V	m=ind|n=p|p=2|t=pst	19	obj	_	_
22	un_peu	un_peu	ADV	ADV	_	21	mod	_	_
23	de	de	P	P	_	21	de_obj	_	_
24	temps	temps	N	NC	g=m|s=c	23	obj	_	_
25	...	...	PONCT	PONCT	s=s	4	ponct	_	_

382|1999) http://www.dailymotion.com/video/xw2i5_17a-propos-du-rechauffement-climati_tech Cette video est en plusieur parties et il y en a bien d'_autres toutes aussi interressantes alors si vous avez un_peu de temps... 
1	http://www.dailymotion.com/video/xw2i5_17a-propos-du-rechauffement-climati_tech	http://www.dailymotion.com/video/xw2i5_17a-propos-du-rechauffement-climati_tech	N	NC	s=c	4	mod	_	_
2	Cette	ce	D	DET	g=f|n=s|s=dem	3	det	_	_
3	video	video	N	NC	s=c	4	suj	_	_
4	est	être	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
5	en	en	P	P	p=3	4	ats	_	_
6	plusieur	plusieur	ADV	ADV	_	7	mod	_	_
7	parties	partie	N	NC	g=f|n=p|s=c	5	obj	_	_
8	et	et	C	CC	s=c	4	coord	_	_
9	il	cln	CL	CLS	s=suj	12	suj	_	_
10	y	y	CL	CLO	p=3|s=obj	12	aff	_	_
11	en	en	CL	CLO	p=3|s=obj	12	aff	_	_
12	a	avoir	V	V	m=ind|n=s|p=3|t=pst	8	dep_coord	_	_
13	bien	bien	ADV	ADV	_	12	mod	_	_
14	d'_autres	d'autres	D	DET	_	17	det	_	_
15	toutes	tout	A	ADJ	g=f|n=p|s=ind	17	dep	_	_
16	aussi	aussi	ADV	ADV	_|marker=208	17	mod	_	_
17	interressantes	interressant	A	ADJ	s=qual	12	obj	_	_
18	alors	alors	ADV	ADV	_|marker=7	17	mod	_	_
19	si	si	C	CS	s=s|marker=349	12	mod	_	_
20	vous	cln	CL	CLS	s=suj	21	suj	_	_
21	avez	avoir	V	V	m=ind|n=p|p=2|t=pst	19	obj	_	_
22	un_peu	un_peu	ADV	ADV	_	21	mod	_	_
23	de	de	P	P	_	21	de_obj	_	_
24	temps	temps	N	NC	g=m|s=c	23	obj	_	_
25	...	...	PONCT	PONCT	s=s	4	ponct	_	_

383|2000) Re: Aimons la nature[ 1396]- invitée- Posté le: 08/11/2007 à 21: 44( Lu 301 fois) Répondre Citer dis donc l' invité, je sais de quoi je parle je le suis aussi... 
1	Re	Re	N	NPP	g=m|n=s|s=p	12	suj	_	_
2	:	:	PONCT	PONCT	s=w	1	ponct	_	_
3	Aimons	Aimons	N	NPP	s=p	1	mod	_	_
4	la	le	D	DET	g=f|n=s|s=def	5	det	_	_
5	nature	nature	N	NC	g=f|n=s|s=c	1	mod	_	_
6	[	[	PONCT	PONCT	s=w	5	ponct	_	_
7	1396	1396	N	NC	s=card	5	mod	_	_
8	]	]	PONCT	PONCT	s=w	5	ponct	_	_
9	-	-	PONCT	PONCT	s=w	5	ponct	_	_
10	invitée	inviter	V	VPP	g=f|m=part|n=s|t=past	5	mod	_	_
11	-	-	PONCT	PONCT	s=w	12	ponct	_	_
12	Posté	Posté	N	NC	s=c	0	root	_	_
13	le	le	D	DET	g=m|n=s|s=def	27	obj	_	_
14	:	:	PONCT	PONCT	s=w	13	ponct	_	_
15	08/11/2007	08/11/2007	D	DET	s=card	13	coord	_	_
16	à	à	P	P	_	15	dep	_	_
17	21	21	N	NC	s=card	16	obj	_	_
18	:	:	PONCT	PONCT	s=w	13	ponct	_	_
19	44	44	D	DET	s=card	13	mod	_	_
20	(	(	PONCT	PONCT	s=w	13	ponct	_	_
21	Lu	Lu	N	NC	s=c	13	mod	_	_
22	301	301	A	ADJ	s=card	21	mod	_	_
23	fois	fois	N	NC	g=f|s=c	21	mod	_	_
